launch_us
9.3000
9.3000
9.1000
9.2000
8.8000
8.8000
8.8000
9.0000
8.9000
87.4000
29.2000
9.3000
8.9000
9.0000
8.8000
8.8000
8.8000
8.9000
8.8000
10.2000
9.6000
9.4000
66.0000
10.1000
17.5000
10.2000
8.7000
9.0000
9.0000
8.7000
8.7000
16.8000
9.2000
8.8000
266.5000
10.1000
9.0000
9.2000
9.3000
8.9000
8.9000
8.9000
8.9000
8.8000
8.8000
9.0000
60.5000
10.2000
8.8000
9.2000
9.1000
8.9000
8.8000
8.7000
8.8000
8.8000
8.7000
9.0000
58.1000
10.4000
9.1000
9.2000
9.1000
8.6000
8.8000
8.7000
8.7000
9.0000
8.6000
8.6000
56.0000
10.1000
8.9000
9.2000
8.8000
8.9000
8.7000
8.7000
8.8000
9.0000
8.8000
9.0000
52.2000
9.8000
12.0000
9.6000
8.8000
8.7000
9.1000
8.6000
8.6000
9.0000
8.7000
9.1000
46.6000
10.1000
8.8000
9.1000
9.1000
8.6000
8.7000
9.1000
8.7000
8.7000
9.0000
8.9000
52.8000
10.1000
8.8000
9.2000
9.1000
8.9000
8.7000
8.7000
8.6000
9.0000
8.9000
8.9000
56.1000
10.3000
8.7000
9.3000
9.0000
8.7000
8.7000
8.8000
8.7000
8.8000
8.6000
8.7000
57.4000
10.3000
8.9000
9.3000
8.9000
8.8000
9.0000
8.9000
8.7000
9.3000
9.1000
9.3000
54.3000
10.3000
8.7000
9.1000
9.4000
9.0000
8.8000
8.8000
8.7000
8.8000
8.9000
8.7000
53.2000
9.9000
8.7000
8.9000
9.1000
8.7000
8.8000
8.9000
8.6000
9.1000
8.9000
38.1000
9.7000
8.7000
9.2000
9.1000
8.8000
8.7000
9.0000
8.8000
8.8000
8.7000
9.1000
63.7000
9.9000
9.2000
9.2000
9.1000
8.7000
8.9000
8.8000
9.1000
8.7000
8.9000
8.9000
143.1000
11.1000
8.8000
9.0000
9.1000
8.9000
8.9000
8.7000
8.7000
9.0000
8.7000
8.9000
55.9000
10.3000
8.8000
9.1000
9.2000
8.8000
9.0000
8.7000
8.7000
8.9000
8.6000
8.8000
55.9000
9.8000
8.9000
9.5000
8.8000
8.7000
8.7000
8.8000
9.0000
8.9000
8.8000
8.9000
57.2000
10.3000
8.8000
9.3000
9.0000
9.1000
9.0000
8.7000
8.9000
9.3000
14.6000
10.2000
48.0000
10.2000
8.8000
9.1000
9.1000
9.3000
9.0000
8.6000
8.6000
9.1000
8.8000
9.2000
57.2000
10.0000
9.0000
9.1000
9.3000
8.9000
8.8000
9.0000
8.9000
8.8000
8.8000
9.2000
68.0000
10.1000
8.8000
9.0000
9.0000
9.3000
9.1000
8.7000
8.8000
8.9000
8.8000
8.8000
48.8000
10.5000
9.3000
9.2000
8.8000
8.8000
8.8000
8.8000
9.2000
8.7000
9.0000
8.9000
109.8000
11.3000
8.8000
9.4000
8.9000
8.7000
8.9000
8.8000
8.7000
9.3000
9.3000
9.0000
54.1000
10.6000
9.1000
9.1000
8.9000
8.8000
8.8000
9.1000
9.2000
9.2000
9.3000
9.8000
80.8000
11.0000
9.2000
9.6000
8.7000
8.9000
8.9000
8.8000
9.1000
8.6000
9.1000
9.5000
54.1000
10.3000
8.9000
9.3000
9.2000
9.0000
9.4000
8.8000
8.9000
9.0000
9.0000
9.5000
54.1000
10.5000
8.8000
9.0000
9.4000
8.8000
9.7000
9.1000
8.7000
8.9000
8.8000
9.1000
56.0000
10.0000
8.8000
8.7000
9.4000
9.0000
8.9000
8.8000
8.7000
9.0000
9.0000
8.8000
56.1000
10.3000
9.0000
9.2000
9.0000
8.9000
8.8000
8.6000
8.9000
8.9000
9.0000
9.0000
52.6000
10.0000
9.0000
9.1000
9.0000
8.8000
8.8000
9.2000
8.8000
8.8000
8.8000
8.9000
56.9000
11.0000
8.8000
8.9000
8.6000
8.7000
8.8000
8.9000
8.8000
8.9000
9.2000
9.4000
48.8000
10.2000
9.1000
9.2000
9.1000
10.1000
10.2000
9.6000
8.8000
8.8000
8.9000
9.1000
42.3000
20.5000
10.6000
9.3000
8.8000
9.0000
8.9000
9.7000
11.7000
8.9000
8.9000
9.0000
9.2000
81.5000
11.2000
8.7000
9.5000
8.9000
8.7000
8.8000
8.6000
8.9000
9.3000
8.8000
9.1000
54.5000
10.0000
9.4000
9.2000
9.1000
8.9000
8.9000
9.0000
8.8000
8.8000
9.3000
9.3000
115.0000
10.6000
8.9000
8.6000
8.6000
8.8000
9.0000
9.0000
38.5000
15.2000
9.6000
8.9000
9.3000
9.3000
9.2000
9.0000
8.7000
9.2000
8.9000
8.8000
71.4000
11.1000
9.2000
8.8000
8.9000
8.9000
8.8000
8.8000
8.8000
8.8000
9.2000
9.0000
70.5000
10.2000
9.0000
9.3000
8.9000
8.5000
8.7000
8.8000
8.6000
9.2000
9.0000
8.5000
63.4000
10.5000
9.1000
9.1000
8.9000
8.7000
8.8000
8.9000
8.6000
9.2000
8.9000
9.3000
74.2000
10.3000
8.6000
9.0000
8.9000
21.5000
9.3000
8.9000
9.2000
8.8000
8.9000
9.7000
8.9000
8.7000
8.6000
8.9000
8.7000
33.3000
9.5000
8.7000
9.0000
8.7000
8.7000
8.9000
8.6000
17.3000
8.9000
8.9000
8.8000
8.8000
8.6000
12.0000
9.5000
9.1000
9.0000
9.1000
8.9000
49.1000
9.3000
15.8000
9.2000
8.7000
9.3000
8.9000
9.7000
8.9000
8.7000
8.8000
9.0000
8.7000
8.7000
8.8000
9.0000
8.6000
8.6000
28.0000
9.2000
8.8000
9.3000
8.7000
8.8000
8.6000
9.2000
8.8000
9.1000
8.9000
9.0000
8.6000
9.3000
8.7000
8.6000
8.7000
9.1000
8.8000
8.8000
8.6000
8.7000
8.9000
9.2000
8.8000
9.0000
8.7000
8.8000
8.9000
9.0000
8.9000
9.0000
8.6000
8.9000
8.8000
9.0000
8.8000
9.1000
9.0000
9.0000
8.7000
8.8000
9.0000
9.0000
8.7000
9.0000
8.8000
8.8000
8.7000
8.8000
8.7000
9.0000
8.7000
9.0000
9.1000
8.8000
8.6000
9.0000
8.8000
8.9000
8.6000
8.7000
8.7000
8.9000
8.6000
8.8000
9.1000
39.4000
10.1000
9.0000
9.2000
8.9000
9.0000
8.6000
8.9000
9.2000
8.9000
9.6000
9.6000
65.8000
10.5000
8.8000
9.2000
9.4000
8.7000
8.8000
8.6000
8.7000
9.3000
9.2000
9.4000
58.4000
10.2000
8.9000
8.8000
8.7000
8.7000
8.9000
9.0000
8.9000
9.1000
8.5000
9.1000
58.5000
10.0000
8.7000
9.1000
9.1000
8.9000
8.9000
8.8000
8.8000
8.8000
8.9000
8.9000
57.1000
10.1000
9.0000
9.2000
9.3000
8.7000
8.8000
8.7000
8.6000
8.7000
9.0000
9.1000
57.6000
10.0000
8.8000
9.0000
9.2000
9.0000
8.8000
8.8000
8.9000
8.6000
8.9000
9.1000
56.7000
10.1000
8.9000
9.0000
9.1000
8.7000
8.6000
8.8000
8.7000
8.8000
8.7000
8.9000
75.1000
11.4000
8.7000
8.9000
8.9000
8.5000
8.9000
9.0000
8.7000
9.2000
8.7000
8.7000
57.8000
9.9000
8.7000
9.0000
9.1000
8.6000
8.8000
8.8000
8.7000
8.8000
8.9000
9.1000
58.4000
10.0000
9.0000
9.4000
8.9000
8.8000
9.2000
8.8000
8.8000
9.2000
9.0000
9.4000
55.1000
9.9000
9.1000
9.2000
8.9000
8.8000
8.8000
8.9000
8.7000
8.8000
8.8000
8.9000
56.7000
10.2000
9.0000
9.2000
8.9000
9.0000
8.9000
8.7000
8.7000
9.2000
8.8000
9.2000
56.0000
9.6000
8.6000
9.3000
9.6000
9.0000
8.9000
8.9000
8.6000
8.9000
8.8000
9.6000
64.1000
10.4000
15.1000
10.1000
8.9000
8.8000
8.7000
9.0000
8.7000
8.8000
8.6000
9.1000
47.5000
10.1000
8.8000
9.2000
9.1000
8.9000
8.7000
8.9000
8.9000
8.7000
9.2000
9.0000
58.5000
9.9000
9.0000
9.2000
9.1000
8.7000
8.9000
8.8000
8.8000
8.8000
8.8000
9.2000
55.9000
9.9000
8.8000
8.9000
